Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,KPXN,ION,Los Angeles,3.2,Digital,Just Kids E/I,Core,Network,Saturdays / October 6th - December 29th / 12:30 p.m. PT,13,0,30,5,9,"Just Kids is a program designed to inform children in both educational and spiritual matters through the use of informative and intersting segments. A cast of regular characters share insight that will help children grow in practical ways. Segments include: the Cooking Corner, Weekly Scripture, The Kids Kaleidoscope (a look at different places and occupations), Bible Fact, The Just Kids Singers, and a reading of various children's books.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Sunshine Factory E/I,Core,Network,Saturdays / October 6th - December 29th / 7:00 a.m. and 1:00 p.m.,26,0,30,5,9,A show devoted to teaching children lessons in moral and emotional issues. The show centers on the owners of a fixit shop and the characters take a special trip to the Sunshine Factory to learn how to resolve situations and deal with problems.,99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Joy Junction E/I,Core,Network,Saturdays / October 6th - December 29th / 7:30 a.m. and 4:30 p.m.,26,0,30,2,6,"Joy Junction is a show that has a mix of human and puppet characters. The show features a host, Audrey, who along with her friends teach morality lessons and Biblical themes through music, song, and prayer.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Kingsley's Meadow E/I,Core,Network,Saturdays / October 6th - December 29th / 8:00 a.m. and 2:00 p.m,26,0,30,2,6,"Kingsley's Meadow is a magical, fun-filled place where with the help of a delightful ""older brother"" figure in the form of a friendly lion (body puppet) named Kingsley, children are entertained while learning valuable Biblical lessons they will never forget. The children will identify with the antics of Muppet-like puppets Monk, Aaron, Birdtha, and the Petals, a trio of singing flowers. The focal points of each episode are two Bible stories that are narrated by Kingsley and acted out by live-action kids with humor, adventure and a moral that drives the story home. Each episode utilizes various visual media, capitalizing on the spontaneity of live action, the magic of 2-D animation, and 3-D CGI animation.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Becky's Barn E/I,Core,Network,Saturdays / October 6th - December 29th / 8:30 p.m. and 5:30 p.m,26,0,30,3,7,"Becky's Barn is a program that teaches children both education and morality lessons through a cast of real life and puppet characters whose lives revolve around a farm, specifically Becky's barn. The show is divided into various segments with a lesson learned through the actions of the barn characters. Segments include: the Alphabet Train, the Eggies, interviews with preschoolers, Uncle Henry's Hired Hand (Crafts), Uncle Henry's Orchard (Scripture Lesson) and Papa Joe's Bible story. Each episode combines spiritual and educational concepts along with health and safety tips.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Postman Pat E/I,Core,Network,Sundays / October 7th / 3:00 p.m. and 8:00 p.m. PT,2,0,30,4,8,"Postman Pat takes place in an English village and mines the social interdependencies of rural life for teaching children about problem solving and getting along with others. Postman Pat, our lead character has a mail route that takes him and his cat, Jesse, throughout the countryside delivering mail and advice to his constellation of neighbors. While Pat may encounter a problem of his own, he also frequently comes to the aid of his friends and family who run into seemingly unfixable dilemmas drawn from everyday life. Within each episode, the characters learn for example, how to get things done on time, fulfill their commitments, work cooperatively as a team, have confidence in their abilities, and be inclusive of others in order to get along. Children will see adults and children living and interacting with other respectfully and thoughtfully in very trusting and kindhearted relationships.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Postman Pat E/I,Core,Network,Sundays / October 14th - October 28th / 8:00 a.m. / 12:00 p.m. / 4:00 p.m. / 8:00 p.m. PT,12,0,30,4,8,"Postman Pat takes place in an English village and mines the social interdependencies of rural life for teaching children about problem solving and getting along with others. Postman Pat, our lead character has a mail route that takes him and his cat, Jesse, throughout the countryside delivering mail and advice to his constellation of neighbors. While Pat may encounter a problem of his own, he also frequently comes to the aid of his friends and family who run into seemingly unfixable dilemmas drawn from everyday life. Within each episode, the characters learn for example, how to get things done on time, fulfill their commitments, work cooperatively as a team, have confidence in their abilities, and be inclusive of others in order to get along. Children will see adults and children living and interacting with other respectfully and thoughtfully in very trusting and kindhearted relationships.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Postman Pat E/I,Core,Network,Sundays / November 4th / 8:00 a.m. and 4:00 p.m. PT,12,0,30,4,8,"Postman Pat takes place in an English village and mines the social interdependencies of rural life for teaching children about problem solving and getting along with others. Postman Pat, our lead character has a mail route that takes him and his cat, Jesse, throughout the countryside delivering mail and advice to his constellation of neighbors. While Pat may encounter a problem of his own, he also frequently comes to the aid of his friends and family who run into seemingly unfixable dilemmas drawn from everyday life. Within each episode, the characters learn for example, how to get things done on time, fulfill their commitments, work cooperatively as a team, have confidence in their abilities, and be inclusive of others in order to get along. Children will see adults and children living and interacting with other respectfully and thoughtfully in very trusting and kindhearted relationships.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Dragon,Core,Network,Sundays / October 7th - December 2nd / 8:30 a.m. / 12:30 p.m. / 4:30 p.m. / 8:30 p.m. PT,36,0,30,4,8,"Inspired by children's everyday life, Dragon is an animated show about a tubby little dragon named, Dragon, as he faces his daily challenges using a simple and direct approach to life. Dragon is friendly and helpful, but he tends to see things from a much different perspective than most of us and that's when trouble arises. As each story unfolds, we learn to see things in different ways just like Dragon does and learn how to make each day special through his experiences. Voice-over narration conveys the educational purpose of the story by raising questions, and reinforcing the problem-solving strategies Dragon uses to get through his challenge of the day.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,My Friend Rabbit E/I,Core,Network,Sundays / October 7th - November 25th / 1:00 p.m. and 9:00 p.m. PT,16,0,30,4,8,"My Friend Rabbit models constructive problem solving for young children, ages 4-8. In each episode, the story characters find themselves facing a different dilemma that is drawn from a typical childhood experience. Rabbit and Mouse usually lead us through creative problem solving, which involves tenacity and working in teams. The group may figure out how to make the most of a bad situation, invent toys from everyday objects, solve some of nature's riddles, respect their differences, or take care of others who need a little extra help. The characters specialize in converting a challenge into a social activity filled with optimism, creativity and humor. By showing viewers how the characters work together to come up with possible solutions, and persist with new ideas when one solution fail, the series helps children learn to ""think out of the box"" and figure out innovative solutions to problems in their everyday lives.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,My Friend Rabbit E/I,Core,Network,Sundays December 2nd - December 30th / 9:00 a.m. / 1:00 p.m. / 5:00 p.m. / 9:00 p.m. PT ,20,0,30,4,8,"My Friend Rabbit models constructive problem solving for young children, ages 4-8. In each episode, the story characters find themselves facing a different dilemma that is drawn from a typical childhood experience. Rabbit and Mouse usually lead us through creative problem solving, which involves tenacity and working in teams. The group may figure out how to make the most of a bad situation, invent toys from everyday objects, solve some of nature's riddles, respect their differences, or take care of others who need a little extra help. The characters specialize in converting a challenge into a social activity filled with optimism, creativity and humor. By showing viewers how the characters work together to come up with possible solutions, and persist with new ideas when one solution fail, the series helps children learn to ""think out of the box"" and figure out innovative solutions to problems in their everyday lives.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,3-2-1 Penguins! E/I,Core,Network,Sundays / October 7th - December 30th / 1:30 p.m. / 5:00 p.m. / 9:30 p.m. PT,39,0,30,4,8,"3-2-1 Penguins! is about the adventures of a pair of siblings, Jason and Michelle, whose exploration into the galaxy with four penguins propels them into learning important life lessons about personal conduct and social relations. Each episode begins with a moral dilemma for one of the siblings, which affects his/her relationship with the other. The affected child travels into outer space with the penguins, to practice problem-solving in an analogous situation. The episode ends with Jason or Michelle having a better understanding of their initial problem, and shows them making an attempt to correct their respective behaviors. The show communicates messages on topics such as honesty, being patient with others, and avoiding jealousy.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Veggie Tales E/I,Core,Network,Sundays / October 7th - December 30th / 9:30 a.m. / 2:00 p.m. / 5:30 p.m. PT,39,0,30,4,8,"Veggie Tales is a children's series featuring animated vegetables who teach life lessons through delightfully entertaining stories. Hosted by Bob the Tomato and Larry the Cucumber, each episode begins by establishing the problem, uses short stories to parallel the situation with the problem and solution, and ends by reiterating the proposed solution and the life lesson learned through the experience. Without being preachy, the show communicates core values of honesty, kindness, forgiveness and appreciation for all, through entertaining characters and storylines.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Jane and the Dragon E/I,Core,Network,Sundays / October 7th - December 30th / 10:30 a.m. / 2:30 p.m. / 6:30 p.m. PT,39,0,30,4,8,"Set in medieval times, Jane and the Dragon is an animated show about a middle class, thirteen-year-old girl named Jane who is raised in the Royal Court as a Knight-in-Training. With a giant green Dragon as her best friend, Jane experiences challenges that test her skills and demonstrate her strength in character, as a Knight of the King's Guard. Entrenched in each episode are social-emotional messages that hinge on the universal themes of courage, kindness, honesty and friendship.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Jacob Two-Two E/I,Core,Network,Sundays / November 4th - December 30th / 12:00 p.m. and 8:00 p.m. PT,27,0,30,4,8,"Jacob Two-Two is an animated show about a little boy with a big heart who lives with his parents and four older siblings and has a habit of repeating himself just so he can be heard. Ignored by his siblings, but still looking up to them, Jacob tries to partake in their activities. Still, there are those who notice him when he inadvertently lands himself in adventures that involve mysterious neighbors, international spies, and villains that some in all shapes and sizes. Often accompanied by his closest pals, Buford and Renee, Jacob Two-Two finds innovative ways to get himself and others out of hot water as he tumbles through a series of exciting adventures with honesty, integrity and a whole lot of determination. Based on Mordecai Richler's books, the show embeds social-emotional messages in which Jacob learns to carve a niche for himself as he learns to deal with his reality in the surreal world of adults.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Elliot The Moose E/I,Core,Network,Mondays - Saturdays / October 1st - December 1st / 8:30 a.m. / 12:30 p.m. / 4:30 p.m. / 8:30 p.m. PT,216,0,30,3,5,"Elliot the Moose is a series designed to meet the educational and informational needs of children by using themes that explore friendship, caring, sharing and cooperation through animation, live action, and puppetry. Each episode clearly outlines an important lesson for children.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Elliot The Moose E/I,Core,Network,Mondays - Saturdays / December 3rd - December 29th / 11:00 a.m. and 5:00 p.m. PT,48,0,30,3,5,"Elliot the Moose is a series designed to meet the educational and informational needs of children by using themes that explore friendship, caring, sharing and cooperation through animation, live action, and puppetry. Each episode clearly outlines an important lesson for children.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Lamb Chop's Play Along E/I,Core,Network,Mondays - Saturdays / October 1st - December 1st / 9:00 a.m. / 1:00 p.m. / 5:00 p.m. / 9:00 p.m. PT,216,0,30,3,5,"Lamb Chop's Play Along features Twelve Time Emmy Award winning children's performer Shari Lewis, puppeteer and ventriloquist in a musical comedy series the offers children a fun opportunity to learn pro-social and character building lessons. Shari Lewis lives with Lamb Chop, Hush Puppy and Charlie Horse (all of which she performs as) and they get into all sorts of adventures, as well as Knock-Knock Joke segments, Teddy Bear Tales, even song and dance.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Lamb Chop's Play Along E/I,Core,Network,Mondays - Saturdays / December 3rd - December 29th / 10:30 a.m. / 4:30 p.m. PT,48,0,30,3,5,"Lamb Chop's Play Along features Twelve Time Emmy Award winning children's performer Shari Lewis, puppeteer and ventriloquist in a musical comedy series the offers children a fun opportunity to learn pro-social and character building lessons. Shari Lewis lives with Lamb Chop, Hush Puppy and Charlie Horse (all of which she performs as) and they get into all sorts of adventures, as well as Knock-Knock Joke segments, Teddy Bear Tales, even song and dance.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Marvin The Tap-Dancing Horse E/I,Core,Network,Mondays - Saturdays / October 1st - December 29th / 9:30 a.m. / 1:30 p.m./5:30 p.m./ 9;30 p.m.,312,0,30,4,8,"Marvin The Tap-Dancing Horse captures the hearts of kids with its charming tales of life in the carnival. Created by Betty and Michael Paraskevas, the series looks at nine year-old Eddy Largo's adventures after he lands a summer job at the local carnival. He soon meets the stars of the show Marvin The Tap-Dancing Horse, Diamonds the Elephant, Elizabeth the Pig and Stripes the Tiger, and discovers that they can communicate with one another. Together, they overcome many obstacles while enjoying the excitement of carnival life. Children learn the valuable lessons of friendship and family, and believing in themselves.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Theodore Tugboat E/I,Core,Network,Mondays - Saturdays / October 1st - December 2nd / 7:00 a.m. / 11:00 p.m. / 3:00 p.m. / 7:00 p.m. PT,252,0,30,3,5,"Theodore Tugboat and his friends teach children how helping others, cooperation and perseverance lead to success. Through the delightful bird's eye view of the harbor community in which the Tugboats live and seeing how the Tugboats function individually and as a unit, young children gain new information and understanding about themselves and their own environment.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Theodore Tugboat E/I,Core,Network,Mondays - Saturdays / December 3rd - December 29th / 9:00 a.m. and 3:00 p.m. PT,48,0,30,3,5,"Theodore Tugboat and his friends teach children how helping others, cooperation and perseverance lead to success. Through the delightful bird's eye view of the harbor community in which the Tugboats live and seeing how the Tugboats function individually and as a unit, young children gain new information and understanding about themselves and their own environment.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Boo! E/I,Core,Network,Mondays - Sundays / October 1st - December 2nd / 7:30 a.m. / 11:30 a.m. / 3:30 p.m. / 7:30 p.m. PT,252,0,30,2,5,"Boo! is a program that teaches young children how to recognize and appropriately label sights and sounds to identify clues for an everyday problem, and how to listen carefully to instructions or environmental cues. The episodes use music, voice-overs and dialogue to communicate the lessons.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Boo! E/I,Core,Network,Mondays - Saturdays / 10:00 a.m. and 4:00 p.m. PT,48,0,30,2,5,"Boo! is a program that teaches young children how to recognize and appropriately label sights and sounds to identify clues for an everyday problem, and how to listen carefully to instructions or environmental cues. The episodes use music, voice-overs and dialogue to communicate the lessons.",99,N/A,3.2,Y
2007,KPXN,ION,Los Angeles,3.2,Digital,Babar E/I,Core,Network,Mondays - Sundays / December 3rd - December 30th / 7:00 a.m. and 1:00 p.m. PT,48,0,30,4,8,"Based on the books by Laurent de Brunhoff, Babar is an animated show about a young orphaned elephant who finds the strength to rise above the challenges he faces as he journeys through life. Babar returns to the jungle where he builds the city of Celesteville and is crowned king of the elephants. A dedicated ruler and father, Babar and his family experience many challenges as they journey through life and they learn to rise above them through strength and optimism. Each episode of the show communicates social-emotional messages that draw upon the bond of family and combine traditional values with a modern lifestyle.",99,N/A,3.2,Y
2007,KRCA,N/A,Los Angeles,3,Analog,EL NUEVO MUNDO SALVAJE CON LORNE GREENE,Core,SYNDICATED,MONDAY-SATURDAY 7AM,79,0,30,10,16,"This program is educational and intended to inform children 16 years of age and under. It airs at 7 AM Monday through Saturday, and is 30 minutes in length. The series is an award winning wildlife program comprised of up-close looks at where civilization and wilderness meet, revealing both the best and worst of the laws of nature, teaching children about animals and the environment.",99,N/A,3,N/A
2007,KSCI,N/A,Los Angeles,3,Analog,TOKYO KIDS CLUB: CHIBIMARUKO CHAN,Core,SYNDICATED,FRIDAYS 8:00AM-9:00AM,13,0,60,3,8,"This program is in Japanese, and consists of both educational and informational objectives. Some parts of the show have Japanese subtitling for hearing-impared viewers and incorporates animation, puppets, musical sing-alongs, children and various lively hosts to teach child viewers a wide variety of subjects, including family values, behavior, exercise, basic math and language skills. This program meets all the points (1-6) as required.",99,N/A,3,Y
2007,KSCI,N/A,Los Angeles,3,Analog,KISS!KISS!KISS!,Core,SYNDICATED,MONDAYS-THURSDAYS 8:00AM-8:30AM,52,1,30,4,6,"This program combines live action with animation and music (sing-alongs) to provide education and instruction in a variety of areas of value to children in the age group (both scholastic and practical skills). This program is in Korean. Based on content, airtime, and length, the program meets point 1-4. It is included in this form to meet point 5 and is reported to program publishers as educational to meet point 6.",1,N/A,3,Y
2007,KSCI,N/A,Los Angeles,3,Digital,ARMENIAN CHILDREN'S PROGRAM,Core,Local,MONDAYS-FRIDAYS 4:00PM-5:00PM,65,0,60,3,16,"This one-hour program in the Armenian language consists of various features designed to educate, inform, and entertain children, such as ""Kid's Planet"", ""Learning International Folk Dances"", ""Golden Key Variety Show Competition"", ""Do-Re-Mi"", and ""Children of Armenia"". The program includes musical sing-alongs, theater for children, magic, Kid's sports, story reading with pictures, poems, history, cartoons about Armenia, and basic math and language skills.",99,N/A,3,Y
2007,KSCI,N/A,Los Angeles,3,Digital,ARMENIAN CHILDREN'S PROGRAM,Non-Core,Local,SATURDAYS 1:00PM-2:00PM,11,2,60,3,16,"This one-hour program in the Armenian language consists of various features designed to educate, inform, and entertain children, such as ""Kid's Planet"", ""Learning International Folk Dances"", ""Golden Key Variety Show Competition"", ""Do-Re-Mi"", and ""Children of Armenia"". The program includes musical sing-alongs, theater for children, magic, Kid's sports, story reading with pictures, poems, history, cartoons about Armenia, and basic math and language skills.",1,N/A,3,Y
2007,KSFV,N/A,Los Angeles,4,Analog,ANGELITOS DE JESUS CON ANDREA ANDREA,Core,SYNDICATED,SATURDAY 1PM TO 2PM,13,0,60,3,10,"Angelitos de Jesus con Andrea Andrea is a program geared to children of all ages in which they talk about the different issues that kids face in today's world. It's fun, entertaining with music, singing and interacting with other children by taking live call from general audience. It airs during core hours.",99,N/A,N/A,N/A
2007,KSFV,N/A,Los Angeles,4,Analog,CCC CARTOONS,Core,SYNDICATED,SAT & SUN 8PM TO 9PM / SUN 12PM TO 1PM,78,0,60,3,10,"CCC Cartoons offers a superior alternative for today's family by providing interesting stories of real- life heroes- stories that not only entertain the children, but plant seeds of faith and moral values in them as well. It airs during core hours.",99,N/A,N/A,N/A
2007,KXLA,N/A,Los Angeles,3,Analog,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,MONDAY 2:00 PM,14,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Analog,KID GUIDES,Core,SYNDICATED,MONDAY 2:30 PM,14,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Analog,REAL LIFE 101,Core,SYNDICATED,TUESDAY 2:30 PM,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,SYNDICATED,WEDNESDAY 2:00 PM,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,SYNDICATED,WEDNESDAY 2:30 PM,13,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Analog,DOG TALES,Core,SYNDICATED,THURSDAY 2:30 PM,13,0,30,13,16,"""Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Digital,DOG TALES,Core,SYNDICATED,SUNDAY 7:00 AM,13,0,30,13,16,"""Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Digital,ANIMAL RESCUE,Core,SYNDICATED,MONDAY 1:00 PM,14,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Digital,ULTIMATE CHOICE,Core,SYNDICATED,TUESDAY 2:00 PM,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Digital,KID GUIDES,Core,SYNDICATED,WEDNESDAY 1:30 PM,13,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
2007,KXLA,N/a,Los Angeles,3,Digital,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,WEDNESDAY 3:00 PM,13,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KXLA,N/A,Los Angeles,3,Digital,REAL LIFE 101,Core,SYNDICATED,SATURDAY 7:00 AM,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KWHY,N/A,Los Angeles,3,Analog,El Cuarto de los Triques,Core,Local,"Mondays,Wednesday & Friday 7:00-7:30",39,0,30,5,8,"Cuarto de los Triques:Takes place in a room full of trinkets, knick knacks and gadgets that have a life of their own. A boy named Jorge and his best friend, a robot named Desperdicop,present scientific and cultural topics with experiments, rafts, stories, and other usual activities.",99,N/A,N/A,N/A
2007,KWHY,N/A,Los Angeles,3,Analog,El Desvan del Tio Ivan,Core,Local,Tuesday and Thursdays 7:00-7:30am,26,0,30,7,12,"Tio Ivan: Is a live character that shares many adventures with his best friend, a life size puppet sheep dog. Whether at home or in the community, stories and other values are at the center of each segment.",99,N/A,N/A,N/A
2007,KWHY,N/A,Los Angeles,3,Analog,El Desvan del Tio Ivan,Core,Local,Mondays 7:30am-8:00am,13,0,30,7,12,"Tio Ivan: Is a live character that shares many adventures with his best friend, a life size puppet sheep dog. Whether at home or in the community, stories and other values are at the center of each segment.",99,N/A,N/A,N/A
2007,KVMD,N/A,Los Angeles,3,Analog,DOG TALES,Core,SYNDICATED,Sunday 7:00 a.m.,13,0,30,13,16,"Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Analog,ANIMAL RESCUE,Core,SYNDICATED,Monday 1:00 p.m.,14,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Analog,ULTIMATE CHOICE,Core,SYNDICATED,Tuesday 2:00 p.m.,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Analog,KIDS GUIDES,Core,SYNDICATED,Wednesday 1:30 p.m.,13,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Analog,WHAT'S UP! ¿QUE PASA,core,SYNDICATED,Wednesday 3:00 p.m,13,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Analog,Real Life 101,Core,SYNDICATED,Saturday 7:00 a.m.,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,Monday 2:00 p.m.,14,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,KID GUIDES,Core,SYNDICATED,Monday 2:30 p.m.,14,0,30,8,12,"A series designed to reach kids ages 8 to 12 years old and produced by kids. This action packed series takes kids behind the scenes of some of the top zoo aquariums, museums, and other destinations in the world. Travel the world with our Kid Guides as they feed giraffes, swims with sharks, learn how to be a dolphin trainer and much more. Educational features throughout the show include The Book Corner and Explorer?s Corner.",99,N/A,3,Y
